arch_id,layer_num,layer_type,units,activation,dropout_rate,reward,accuracy,complexity,complexity_epochs,completed,termination_reason
4380,1,dense,8.0,tanh,,75.13921050730109,68.92401576042175,99.98949481842423,90.0,True,stop
4381,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4382,1,dense,8.0,tanh,,75.62060083005416,69.52575445175171,99.98949481842423,87.0,True,stop
4383,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4384,1,dense,8.0,tanh,,74.71490609275432,68.39367747306824,99.87183678477572,86.0,True,stop
4384,2,dense,256.0,selu,,74.71490609275432,68.39367747306824,99.87183678477572,86.0,True,stop
4385,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4385,2,dense,256.0,selu,,0.0,,,,False,incomplete
4386,1,dense,8.0,tanh,,74.97603227349603,68.72004270553589,99.98949481842423,91.0,True,stop
4387,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4388,1,dense,8.0,tanh,,75.36766774806415,69.20958757400513,99.98949481842423,89.0,True,stop
4389,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4390,1,dense,8.0,tanh,,75.14737416955316,68.9342200756073,99.98949481842423,91.0,True,stop
4391,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4392,1,dense,8.0,tanh,,75.13105224373149,68.91381740570068,99.98949481842423,92.0,True,stop
4393,1,dense,8.0,tanh,,0.0,,,,False,incomplete
4394,1,dense,16.0,relu,,75.17185001918423,68.96481513977051,99.97907367830109,95.0,True,stop
4395,1,dense,16.0,relu,,0.0,,,,False,incomplete
4396,1,dense,32.0,sigmoid,,76.51809250310728,70.64762711524963,99.95823139805478,89.0,True,stop
4397,1,dense,32.0,sigmoid,,0.0,,,,False,incomplete
4398,1,dense,32.0,sigmoid,,77.26056753228563,71.57572507858276,99.95823139805478,85.0,True,stop
4399,1,dense,32.0,sigmoid,,0.0,,,,False,incomplete
4400,1,dense,32.0,sigmoid,,77.28503709043312,71.60632610321045,99.93738911780846,81.0,True,stop
4400,2,dense,16.0,relu,,77.28503709043312,71.60632610321045,99.93738911780846,81.0,True,stop
4401,1,dense,32.0,sigmoid,,0.0,,,,False,incomplete
4401,2,dense,16.0,relu,,0.0,,,,False,incomplete
